WELL,N_POINTS,L_M,APPLIED_TOP_STRESS_PA,BASE_DISPLACEMENT_M,U_TOP_M,U_BASE_M,MAX_ABS_U_M,EPSILON_MIN,EPSILON_MAX,E_MIN_PA,E_MAX_PA
TFT-4,329,49.85600000001432,-1000000.0,0.0,0.002376727990014179,0.0,0.002376727990014179,-5.341248618030137e-05,-3.0500681170004522e-05,18722214064.78551,32786153018.22952
