WELL,TARGET_DEPTH_MIN,TARGET_DEPTH_MAX,N_ROWS,DEPTH_MIN,DEPTH_MAX,THICKNESS
TFT-4,2350.1364,2399.9924,329,2350.1364,2399.9924,49.85600000000022
