BIOT_ALPHA,STORAGE_S_1_PA,PERMEABILITY_K_M2,FLUID_MU_PA_S,HYDRAULIC_DIFFUSIVITY_M2_S,P_INITIAL_PA,P_TOP_PA,P_BOTTOM_PA,TOTAL_TIME_SECONDS,N_TIME_STEPS,DT_SECONDS
0.8,1e-09,1e-14,0.001,0.009999999999999998,30000000.0,25000000.0,30000000.0,86400,24,3600.0
