WELL,SOURCE_PHYSICS_READY_PARQUET,SIMULATION_PARQUET,N_CELLS,N_DOF_RESULT,L_M,BODY_FORCE,U_MIN,U_MAX,EPSILON_MIN,EPSILON_MAX,SIGMA_MIN_PA,SIGMA_MAX_PA
TFT-4,../data/physics_ready/parquet/single_well_fenics_ready/TFT-4_fenics_ready_2350m1_2400m0.parquet,../data/simulation/parquet/single_well_fenicsx_elasticity_1d/TFT-4_fenicsx_elasticity_1d.parquet,328,329,49.85600000001432,-1000.0,-6.028749319788405e-05,0.0,2.3496081329103273e-09,2.439033121618589e-06,77.03461177847456,50134.3152733743
